,y,tsw00,tsw01,tsw02,tsw03,tsw04,tsw05,tsw06,tsw07,tsw08,tsw09,tsw10,tsw11,tsw12,pcd00,pcd01,pcd02,pcd03,pcd04,pcd05,pcd06,pcd07,pcd08,pcd09,pcd10,pcd11,pcd12,pcn00,pcn01,pcn02,pcn03,pcn04,pcn05,pcn06,pcn07,pcn08,pcn09,pcn10,pcn11,pcn12,icend,icemh,icedu,iceon,iceof,iceth,ebint,ebhex,depth,area,longitude,latitude,lonCentroid,latCentroid,lonPreData,latPreData,lonField,latField,areaPreData,areaShapefile,secchi,NVEID,NVEREGINE,SMHIID,EUCD,VDRID,COMSATID,name,date,time,altitude,lake_id
10,4.5,5.987941792114696,0.0,0.0,0.0,0.14196999999999999,4.4762774193548385,12.480096666666668,15.009706451612903,14.370932258064517,12.804586666666665,8.495406451612904,3.7753933333333336,0.30093225806451607,21.61805662834089,25.0,25.0,25.0,25.0,22.969166744531368,10.35762363163064,10.165346418019613,16.787035040821543,24.137507705087508,25.0,25.0,25.0,7.1833333333333345,0.0,0.0,0.0,0.0,3.3,24.7,30.6,24.7,2.9,0.0,0.0,0.0,151.6,0.5158,151.6,338.6,125.0,0.0,2547359.0,0x26de9f,48.0,15586303.0,14.594301699999999,59.7242274,14.594301699999999,59.7242274,14.6065,59.72432,14.6065,59.724316666666695,15540000,15586303,2.8,,,662130-142921,SE662130-142921,662113-142906,3017,Sör-älgen,04.08.2011,09:45,181.0,
11,4.5,4.342488996415772,0.0,0.0,0.0,0.0,1.0174870967741936,9.445060000000002,13.156674193548387,12.590645161290322,10.398763333333333,5.173106451612904,0.3249833333333333,0.003148387096774193,15.412507223406925,17.0,17.0,17.0,17.0,16.82258064516129,10.407550197669385,8.704601643847568,13.469813228158705,16.54554096604614,17.0,17.0,17.0,5.275,0.0,0.0,0.0,0.0,0.4,17.2,25.9,17.5,2.3,0.0,0.0,0.0,200.4,0.6788000000000001,200.4,309.9,145.1,0.0,2684521.0,0x28f669,10.5,3049332.0,15.9720198,62.266217700000006,15.9720198,62.266217700000006,15.971020000000001,62.2666,15.9710166666667,62.2666,3040000,3049332,2.5,,,690492-151080,SE690492-151080,690166-151399,3541,Stornaggen,01.08.2011,10:44,357.0,
12,4.5,6.52815670250896,0.0,0.0,0.0,0.23494666666666664,5.547206451612903,13.438133333333331,15.78118064516129,14.951416129032257,13.22706333333333,9.296887096774196,5.002149999999999,0.8588967741935486,23.685390908021816,29.0,29.0,29.0,29.0,23.90359498685896,9.080940997818566,9.065954450599682,14.330651531416748,24.843548929567852,29.0,29.0,29.0,8.983333333333334,0.0,0.0,0.0,0.0,7.2,27.8,31.0,29.6,12.2,0.0,0.0,0.0,139.0,0.4732,139.0,347.1,120.9,0.0,2726038.0,0x299896,33.0,18045823.0,14.514973999999999,59.2938993,14.514973999999999,59.2938993,14.53832,59.303869999999996,14.538316666666699,59.3038666666667,17990000,18045823,1.8,,,657087-142355,SE657087-142355,654513-140127,3019,Möckeln,03.08.2011,09:48,88.0,
13,4.5,5.824930474910394,0.0,0.0,0.0,0.0,3.3332387096774196,13.648416666666666,16.030674193548386,14.619387096774194,12.302993333333331,7.643090322580646,2.195526666666667,0.12583870967741936,15.785725188686655,19.0,19.0,19.0,19.0,16.852021659650266,6.035223580862348,7.0213869786219645,10.091645258163856,16.42842478694139,19.0,19.0,19.0,9.075,0.0,0.0,0.0,0.0,4.5,28.5,31.0,31.0,13.9,0.0,0.0,0.0,170.1,0.6018999999999999,171.7,327.2,133.7,0.2,3157480.0,0x302de8,12.0,4534255.0,13.2517573,60.1527098,13.2517573,60.1527098,13.271529999999998,60.146280000000004,13.271533333333302,60.1462833333333,4510000,4534255,2.2,,,667351-135645,SE667351-135645,667425-135475,2899,Jangen,03.08.2011,12:25,212.0,
14,4.5,4.234033521505376,0.0,0.0,0.0,0.0,0.37060645161290323,9.010390000000001,14.15869677419355,12.621329032258064,9.82583,4.676399999999999,0.14515,0.0,13.357149401763309,16.0,16.0,16.0,16.0,15.796774193548387,8.155989632754695,4.804414327768005,7.03756547223511,12.491049194853495,16.0,16.0,16.0,8.349999999999998,0.0,0.0,0.0,0.0,0.5,18.4,31.0,31.0,19.3,0.0,0.0,0.0,214.5,0.8854000000000001,214.5,305.2,154.5,0.0,3360272.0,0x334610,28.5,1230520.0,10.3703675,60.87622579999999,10.3703675,60.87622579999999,10.35465,60.8824,10.35465,60.8824,1220000,1230520,2.0,197.0,002.DD2C,,,,339,Ringsjøen,28.07.2011,10:55,378.0,
15,4.5,6.448139080261136,0.34493225806451616,0.26368928571428574,0.3872774193548387,2.385456666666667,7.5135387096774195,13.186356666666669,14.594048387096773,13.621570967741935,11.938699999999999,7.997196774193547,4.0248566666666665,1.1200451612903228,16.836930797692126,19.0,19.0,19.0,19.0,14.717379777539914,9.418315413340782,10.45572137012452,15.821753011300355,18.630000000000003,19.0,19.0,19.0,6.075,0.0,0.0,0.0,0.0,10.4,23.6,26.1,11.4,1.4,0.0,0.0,0.0,95.3,0.2857,113.4,346.5,94.7,1.1,3447463.0,0x349aa7,27.0,2194265.0,5.7126653,59.51504620000001,5.7126653,59.51504620000001,5.7041699999999995,59.526669999999996,5.70416666666667,59.5266666666667,2170000,2194265,1.1,2036.0,038.5B,,,,394,Vatsvatnet,21.07.2011,17:18,15.0,
16,4.5,3.5323388172043018,0.0,0.0,0.0,0.0,0.05116451612903226,4.072273333333333,11.332983870967741,11.517370967741936,9.939200000000001,5.2302064516129025,0.24486666666666665,0.0,17.664621381330143,19.0,19.0,19.0,19.0,19.0,16.84708760796085,9.471946982785763,15.045112644751674,18.6113093404634,19.0,19.0,19.0,4.133333333333334,0.0,0.0,0.0,0.0,0.0,4.5,25.2,18.6,1.3,0.0,0.0,0.0,222.1,1.0666,222.1,307.5,164.4,0.0,3677102.0,0x381bae,25.5,6972973.0,10.7645655,61.0810424,10.7645655,61.0810424,10.80002,61.0764,10.800016666666698,61.0764,6930000,6972973,2.0,198.0,002.DD5D,,,,242,Sør Mesna,28.07.2011,09:45,522.0,
17,4.5,4.002251765232975,0.0,0.0,0.0,0.0,0.29125483870967744,6.756366666666667,11.584248387096775,11.418841935483869,10.087359999999999,6.584896774193548,1.27503,0.029022580645161288,33.772932524582004,38.0,38.0,38.0,38.0,38.0,27.932475572426164,13.800035661256027,23.16966863097685,36.37301043032498,38.0,38.0,38.0,4.841666666666667,0.0,0.0,0.0,0.0,0.0,9.6,25.4,20.2,2.9,0.0,0.0,0.0,195.7,0.7575000000000001,195.7,320.9,151.4,0.0,3757797.0,0x3956e5,105.0,43869890.0,11.8492526,61.2253195,11.8492526,61.2253195,11.88767,61.175830000000005,11.887666666666698,61.1758333333333,43640000,43869890,2.0,162.0,002.JBB11,,,,233,Osensjøen,27.07.2011,16:50,438.0,
18,4.5,3.5667778136200723,0.0,0.0,0.0,0.0,0.09725483870967741,5.9056266666666675,11.382203225806451,10.929116129032261,9.254766666666669,5.038912903225807,0.19345333333333334,0.0,56.505062995293756,65.0,65.0,65.0,65.0,65.0,48.662591412924115,20.203531363442128,29.090311192309905,60.104321974848844,65.0,65.0,65.0,5.191666666666667,0.0,0.0,0.0,0.0,0.0,8.3,25.0,24.7,4.3,0.0,0.0,0.0,215.2,0.768,215.2,306.4,156.4,0.0,3786399.0,0x39c69f,27.6,13423908.0,9.171562800000002,60.98474100000001,9.171562800000002,60.98474100000001,9.215069999999999,61.01255,9.21506666666667,61.01255,1530000,13423908,5.05,576.0,012.LA3,,,,340,Sæbufjorden,16.08.2011,12:40,379.0,
19,4.5,5.657715448028673,0.0,0.0,0.0,0.0,4.05277741935484,12.94235,15.123632258064518,14.11421935483871,12.15179,7.279783870967741,2.091306666666667,0.1367258064516129,13.8861743532589,16.0,16.0,16.0,16.0,13.847690261539046,6.6652910163744625,7.627674904096,11.048445290224375,15.44499076687291,16.0,16.0,16.0,7.841666666666667,0.0,0.0,0.0,0.0,6.1,26.8,30.8,26.9,3.5,0.0,0.0,0.0,163.8,0.5328,165.4,329.6,129.8,0.1,3851794.0,0x3ac612,22.5,3464499.0,15.2320367,59.9686573,15.2320367,59.9686573,15.23042,59.98293,15.230416666666699,59.9829333333333,3450000,3464499,2.5,,,664775-146931,SE664775-146931,659438-151480,3220,Stora Korslängen,05.08.2011,18:40,262.0,
20,4.5,5.812507768817205,0.0,0.0,0.0,0.0,3.5590870967741934,12.515953333333334,15.18788064516129,14.33133870967742,12.551126666666667,8.134445161290325,3.26201,0.20825161290322583,18.828603988237226,22.0,22.0,22.0,22.0,20.440749254487766,8.528900516440011,8.584538209115099,13.69536833261419,20.69369154618967,22.0,22.0,22.0,7.883333333333333,0.0,0.0,0.0,0.0,3.0,25.8,30.8,28.0,7.0,0.0,0.0,0.0,158.9,0.5391,158.9,336.5,130.2,0.0,4089598.0,0x3e66fe,30.0,9626466.0,14.9476711,59.858299,14.9476711,59.858299,14.93423,59.8792,14.934233333333301,59.8792,9600000,9626466,2.0,,,663501-145470,SE663501-145470,663216-146069,3020,Ljusnaren,05.08.2011,17:45,163.0,
21,4.5,6.321962222222223,0.0,0.0,0.0,0.28006000000000003,5.568974193548388,13.328886666666666,15.605935483870969,14.614845161290324,12.982096666666667,8.823448387096773,4.233903333333333,0.4253967741935484,21.834980271361864,26.0,26.0,26.0,26.0,21.73514225678686,9.003133614669746,9.389996006107527,15.553056093747205,24.338435285031018,26.0,26.0,26.0,8.333333333333332,0.0,0.0,0.0,0.0,7.0,26.9,30.7,29.0,6.4,0.0,0.0,0.0,144.4,0.4882000000000001,144.4,341.3,120.5,0.0,4353283.0,0x426d03,30.0,16071779.0,11.609741,59.5600978,11.609741,59.5600978,11.62597,59.531980000000004,11.625966666666699,59.5319833333333,15950000,16071779,1.15,323.0,001.F11,,,,361,Rødenessjøen,29.07.2011,14:20,118.0,
22,4.5,5.257360645161289,0.0,0.0,0.0,0.0,2.4769516129032256,12.407506666666666,14.871293548387097,13.668890322580646,11.551506666666665,6.689203225806452,1.3703466666666668,0.05262903225806451,17.6549252112003,21.0,21.0,21.0,21.0,19.681299988738395,7.4441458478709395,7.564351056532923,11.568497631896395,18.600808009364933,21.0,21.0,21.0,8.425,0.0,0.0,0.0,0.0,2.5,26.0,31.0,29.5,12.1,0.0,0.0,0.0,180.5,0.5903,180.5,321.7,137.0,0.0,4538181.0,0x453f45,27.0,3295074.0,14.009812799999999,60.195466599999996,14.009812799999999,60.195466599999996,14.00855,60.194630000000004,14.00855,60.1946333333333,3290000,3295074,2.05,,,667277-140244,SE667277-140244,665916-141425,3201,Milsjön,03.08.2011,13:40,291.0,
23,4.5,6.425274677419355,0.0,0.0,0.0,0.14535333333333336,6.981493548387097,15.03304,16.656032258064517,15.33446129032258,12.541436666666666,7.638174193548387,2.56385,0.20945483870967743,12.753695548063003,16.0,16.0,16.0,16.0,10.505354829981599,4.8934341820309175,5.886812344850833,7.645034605355397,12.113710614537272,16.0,16.0,16.0,10.708333333333332,0.0,0.0,0.0,0.0,14.0,29.4,31.0,31.0,23.1,0.0,0.0,0.0,155.2,0.49289999999999995,158.1,330.5,123.4,0.3,4764043.0,0x48b18b,6.0,1675059.0,15.949832999999998,59.7692693,15.949832999999998,59.7692693,15.952129999999999,59.76797,15.952133333333302,59.7679666666667,1670000,1675059,2.0,,,662910-150724,SE662910-150724,663024-150403,3106,Långbjörken,02.08.2011,15:55,92.0,
24,4.5,5.8726163978494625,0.0,0.0,0.0,0.049023333333333335,4.131600000000001,12.880933333333335,15.277567741935481,14.375448387096776,12.552286666666665,7.937664516129031,3.0675566666666665,0.1993161290322581,20.569122386572353,24.0,24.0,24.0,24.0,21.559837638625062,9.17145157803068,9.65153725682862,15.58241504227989,22.86422712310401,24.0,24.0,24.0,7.666666666666667,0.0,0.0,0.0,0.0,4.2,25.5,30.8,26.3,5.2,0.0,0.0,0.0,156.4,0.5325,156.4,336.2,127.4,0.0,4834503.0,0x49c4c7,21.0,7046560.0,14.414092000000002,59.772484,14.414092000000002,59.772484,14.40965,59.77375,14.40965,59.77375,7020000,7046560,3.5,,,662551-142470,SE662551-142470,662449-142558,3031,Saxen,04.08.2011,11:50,178.0,
25,4.5,6.497244755504352,0.48540322580645157,0.3673285714285715,0.6749516129032258,2.3584533333333333,7.212167741935484,12.74581,14.556538709677417,13.464032258064517,11.811783333333334,8.195148387096774,4.463916666666667,1.6314032258064515,35.675047677551866,43.0,43.0,43.0,42.88666666666667,30.91883872880924,16.076370662573094,13.08556592232264,26.420445050167594,40.71268510008316,43.0,43.0,43.0,7.108333333333334,0.0,0.0,0.0,0.1,11.0,24.0,29.1,18.8,2.3,0.0,0.0,0.0,82.7,0.28940000000000005,96.3,348.875,83.2,1.0,4909072.0,0x4ae810,64.5,3410744.0,5.3986027000000005,60.27465479999999,5.3986027000000005,60.27465479999999,5.40217,60.270880000000005,5.40216666666667,60.2708833333333,3370000,3410744,3.2,2057.0,056.2B,,,,261,Kalandsvatnet,22.07.2011,14:30,53.0,
26,4.5,5.108908324372759,0.0,0.0,0.0,0.0,2.4292354838709675,13.07838,15.190577419354842,13.52391290322581,10.870526666666667,5.731490322580646,0.47289000000000014,0.009887096774193548,15.588411561108297,19.0,19.0,19.0,19.0,17.433348363265267,5.705713811274868,6.229699636177517,9.148682169040493,15.543494753541435,19.0,19.0,19.0,9.116666666666667,0.0,0.0,0.0,0.0,3.3,28.0,31.0,31.0,16.1,0.0,0.0,0.0,192.2,0.6168000000000001,192.2,311.7,138.7,0.0,5534548.0,0x547354,49.5,1702116.0,10.561506399999999,60.241843599999996,10.561506399999999,60.241843599999996,10.59108,60.24425,10.5910833333333,60.24425,1690000,1702116,3.9,117.0,002.CH,,,,2268,Mylla,10.08.2011,12:15,496.0,
27,4.5,6.003347553763442,0.0,0.0,0.0,0.16340666666666664,4.528693548387097,12.4435,14.983193548387097,14.315854838709678,12.700563333333333,8.570951612903226,3.9851199999999998,0.34888709677419355,26.10510645291648,31.0,31.0,31.0,31.0,27.88323022488762,11.618213671454148,10.387266932372205,17.779678558437183,28.59288804784656,31.0,31.0,31.0,7.85,0.0,0.0,0.0,0.0,4.1,24.7,30.8,26.8,7.8,0.0,0.0,0.0,151.3,0.513,151.3,338.8,124.9,0.0,6409213.0,0x61cbfd,39.0,16929597.0,14.604609900000002,59.5950176,14.604609900000002,59.5950176,14.596429999999998,59.631769999999996,14.596433333333302,59.6317666666667,16880000,16929597,2.5,,,660231-143376,SE660231-143376,654513-140127,3025,Halvarsnoren,04.08.2011,10:53,165.0,
28,4.5,5.532121173835126,0.0,0.0,0.0,0.0,3.494932258064516,13.369513333333336,15.298922580645163,14.028900000000002,11.892593333333332,6.806867741935482,1.43407,0.059654838709677416,13.735386796614335,16.0,16.0,16.0,16.0,14.326621340021111,5.868352656676231,6.996193120408783,10.512785025358903,15.120689416906998,16.0,16.0,16.0,8.325,0.0,0.0,0.0,0.0,4.4,27.9,30.8,29.2,7.6,0.0,0.0,0.0,176.7,0.5626,176.7,321.8,133.3,0.0,6476501.0,0x62d2d5,13.5,2743794.0,14.1312389,60.0292091,14.1312389,60.0292091,14.137379999999999,60.03386999999999,14.137383333333302,60.0338666666667,2730000,2743794,2.4,,,665698-140769,SE665698-140769,664435-141941,2875,Näsrämmen,03.08.2011,14:40,239.0,
29,4.5,5.3820763031234,0.08425806451612904,0.024457142857142858,0.019880645161290324,0.6608733333333334,4.838967741935484,11.161886666666668,13.77818064516129,13.115403225806451,11.01502,7.02491935483871,2.6218333333333335,0.23923548387096774,34.8928948358719,40.0,40.0,40.0,40.0,35.82611235883454,21.203422521933184,15.186094321162603,27.305775495199093,39.193333333333335,40.0,40.0,40.0,5.358333333333333,0.0,0.0,0.0,0.0,4.0,18.3,26.3,14.8,0.9,0.0,0.0,0.0,139.2,0.3785,143.7,338.2,116.7,0.6,6508730.0,0x6350ba,19.5,4416622.0,6.682366099999999,62.527419900000005,6.682366099999999,62.527419900000005,6.63278,62.53333000000001,6.632783333333331,62.5333333333333,4400000,4416622,6.0,1983.0,101.6B,,,,277,Engsetdalsvatnet,20.07.2011,11:49,43.0,
30,4.5,4.353610501792115,0.0,0.0,0.0,0.016540000000000003,1.817858064516129,9.267230000000001,13.119948387096775,12.076664516129032,9.773523333333333,5.287548387096775,0.7942133333333332,0.0898,22.770931318083363,26.0,26.0,26.0,26.0,24.063524892334094,15.738867927073965,9.406694905113428,16.70938933143007,25.33269876104886,26.0,26.0,26.0,5.716666666666667,0.0,0.0,0.0,0.0,2.8,15.2,28.5,20.2,1.9,0.0,0.0,0.0,190.2,0.5889000000000001,194.8,313.3,142.9,0.4,6883883.0,0x690a2b,34.5,1439289.0,6.113180000000001,62.14004129999999,6.113180000000001,62.14004129999999,6.118469999999999,62.140530000000005,6.11846666666667,62.1405333333333,1400000,1439289,5.0,1941.0,094.6B,,,,285,Rotevatnet,23.07.2011,13:40,47.0,
31,4.5,6.629282088453661,0.0035903225806451613,0.06516785714285714,0.09250645161290322,1.1679400000000002,6.001074193548388,12.367583333333332,14.904522580645159,14.352596774193552,13.046516666666665,9.795603225806452,5.984393333333333,1.769890322580645,40.510991054043586,50.0,50.0,50.0,50.0,43.251740372274284,14.1366951039743,11.500948736520915,25.496647610717872,41.74586082503559,50.0,50.0,50.0,7.9,0.0,0.0,0.0,0.0,5.1,25.9,29.7,22.7,11.4,0.0,0.0,0.0,116.5,0.39,119.3,352.77777777777777,108.1,0.2,7449222.0,0x71aa86,33.0,84527108.0,11.858242,59.14311070000001,11.858242,59.14311070000001,11.68437,59.147130000000004,11.684366666666698,59.1471333333333,6590000,84527108,1.9,318.0,001.C31,,,,353,Aspern,29.07.2011,11:53,106.0,
32,4.5,6.635941362007169,0.0,0.0,0.0,0.9055433333333331,6.915016129032258,13.971466666666668,15.945448387096775,14.968841935483871,13.271516666666667,8.784161290322581,4.241460000000001,0.6278419354838709,21.285026713055295,25.0,25.0,25.0,25.0,19.464488145729042,9.146342273601444,10.364833394555077,17.34486397619024,24.099792766587786,25.0,25.0,25.0,8.149999999999999,0.0,0.0,0.0,0.0,9.9,27.3,30.9,25.5,4.2,0.0,0.0,0.0,131.3,0.41390000000000005,131.3,345.7,111.8,0.0,7514322.0,0x72a8d2,33.0,7141816.0,11.702805099999999,59.1582753,11.702805099999999,59.1582753,11.68437,59.147130000000004,11.684366666666698,59.1471333333333,6590000,7141816,1.9,318.0,001.C31,,,,353,Aspern,29.07.2011,11:53,106.0,
33,4.5,6.373755976702508,0.0,0.0,0.0,0.2203933333333333,6.313416129032257,15.216289999999997,16.73476451612903,15.177019354838711,12.460706666666669,7.642061290322582,2.5243333333333338,0.1960870967741935,23.71603751747805,32.0,32.0,32.0,32.0,21.26537466235474,5.646725783151941,6.941963508743501,9.777688538099705,17.293161517314395,31.667536200072313,32.0,32.0,11.008333333333333,0.0,0.0,0.0,0.0,12.4,29.9,31.0,31.0,26.6,1.2,0.0,0.0,155.7,0.5235000000000001,157.4,330.9,123.1,0.2,7758579.0,0x7662f3,33.0,2661301.0,10.782546,59.784361700000005,10.782546,59.784361700000005,10.77485,59.7897,10.77485,59.7897,2640000,2661301,3.3,297.0,005.4B,,,,170,Gjersjøen,08.08.2011,14:00,40.0,
