"024-020","37.951671600341796875,4.235342025756835938"
"025-020","38.031188964843750000,4.772471904754638672"
"026-020","38.107601165771484375,5.310959815979003906"
"027-020","38.180870056152343750,5.850677013397216797"
"028-020","38.251010894775390625,6.391602993011474609"
"029-020","38.317989349365234375,6.933682918548583984"
"030-020","38.381809234619140625,7.476901054382324219"
"031-020","38.442451477050781250,8.021155357360839844"
"032-020","38.499889373779296875,8.566411018371582031"
"033-020","38.554138183593750000,9.112633705139160156"
"034-020","38.605171203613281250,9.659786224365234375"
"035-020","38.652980804443359375,10.207790374755859375"
"036-020","38.697559356689453125,10.756540298461914062"
"037-020","38.738899230957031250,11.306110382080078125"
"038-020","38.777000427246093750,11.856309890747070312"
"039-020","38.811840057373046875,12.407250404357910156"
"040-020","38.843410491943359375,12.958689689636230469"
"041-020","38.871719360351562500,13.510569572448730469"
"042-020","38.896751403808593750,14.063039779663085938"
"043-020","38.918498992919921875,14.615859985351562500"
"044-020","38.936981201171875000,15.169179916381835938"
"045-020","38.952159881591796875,15.722470283508300781"
"046-020","38.964050292968750000,16.276260375976562500"
"047-020","38.972660064697265625,16.830480575561523438"
"048-020","38.977970123291015625,17.384830474853515625"
"049-020","38.979980468750000000,17.940650939941406250"
"050-020","38.978698730468750000,18.492580413818359375"
"051-020","38.974121093750000000,19.046609878540039062"
"052-020","38.966259002685546875,19.600339889526367188"
"053-020","38.955089569091796875,20.154130935668945312"
"054-020","38.940639495849609375,20.707689285278320312"
"055-020","38.922901153564453125,21.260929107666015625"
"056-020","38.901878356933593750,21.813880920410156250"
"057-020","38.877571105957031250,22.366500854492187500"
"058-020","38.849998474121093750,22.918489456176757812"
"059-020","38.819149017333984375,23.470020294189453125"
"060-020","38.785030364990234375,24.021089553833007812"
"061-020","38.747669219970703125,24.571430206298828125"
"062-020","38.707050323486328125,25.121139526367187500"
"063-020","38.663200378417968750,25.670049667358398438"
"064-020","38.616100311279296875,26.218259811401367188"
"065-020","38.565780639648437500,26.765560150146484375"
"066-020","38.512248992919921875,27.312009811401367188"
"067-020","38.455520629882812500,27.857479095458984375"
"068-020","38.395591735839843750,28.401950836181640625"
"069-020","38.332481384277343750,28.945409774780273438"
"070-020","38.266201019287109375,29.487749099731445312"
"071-020","38.196769714355468750,30.028930664062500000"
"072-020","38.124191284179687500,30.568920135498046875"
"073-020","38.048469543457031250,31.107690811157226562"
"074-020","37.969650268554687500,31.645160675048828125"
"075-020","37.887710571289062500,32.181289672851562500"
"076-020","37.802700042724609375,32.716030120849609375"
"077-020","37.714611053466796875,33.249370574951171875"
"078-020","37.623470306396484375,33.781230926513671875"
"079-020","37.529281616210937500,34.311580657958984375"
"080-020","37.432071685791015625,34.840400695800781250"
"081-020","37.331859588623046875,35.367599487304687500"
"082-020","37.228660583496093750,35.893199920654296875"
"083-020","37.122489929199218750,36.417110443115234375"
"084-020","37.013370513916015625,36.939350128173828125"
"000-021","35.565658569335937500,-8.353244781494140625"
"001-021","35.715579986572265625,-7.855471134185791016"
"002-021","35.862838745117187500,-7.355562210083007812"
"003-021","36.007400512695312500,-6.853551864624023438"
"004-021","36.149250030517578125,-6.349402904510498047"
"005-021","36.288360595703125000,-5.843215942382812500"
"006-021","36.424720764160156250,-5.334969997406005859"
"007-021","36.558288574218750000,-4.824708938598632812"
"008-021","36.689060211181640625,-4.312437057495117188"
"009-021","36.817008972167968750,-3.798201084136962891"
"010-021","36.942108154296875000,-3.282016992568969727"
"011-021","37.064338684082031250,-2.763928890228271484"
"012-021","37.183689117431640625,-2.243977069854736328"
"013-021","37.300140380859375000,-1.722131967544555664"
"014-021","37.413650512695312500,-1.198498010635375977"
"015-021","37.524219512939453125,-0.673080384731292725"
"016-021","37.631828308105468750,-0.145921707153320312"
"017-021","37.736450195312500000,0.382968902587890625"
"018-021","37.838069915771484375,0.913503587245941162"
"019-021","37.936668395996093750,1.445690035820007324"
"020-021","38.032230377197265625,1.979455947875976562"
"021-021","38.124740600585937500,2.514790058135986328"
"022-021","38.214168548583984375,3.051635980606079102"
"023-021","38.300510406494140625,3.589910984039306641"
"024-021","38.383750915527343750,4.129655838012695312"
"025-021","38.463871002197265625,4.670754909515380859"
"026-021","38.540859222412109375,5.213195800781250000"
"027-021","38.614688873291015625,5.756916999816894531"
"028-021","38.685359954833984375,6.301876068115234375"
"029-021","38.752861022949218750,6.848003864288330078"
"030-021","38.817169189453125000,7.395308971405029297"
"031-021","38.878269195556640625,7.943665981292724609"
"032-021","38.936161041259765625,8.493079185485839844"
"033-021","38.990821838378906250,9.043468475341796875"
"034-021","39.042251586914062500,9.594774246215820312"
"035-021","39.090431213378906250,10.146969795227050781"
"036-021","39.135360717773437500,10.699959754943847656"
"037-021","39.177021026611328125,11.253749847412109375"
"038-021","39.215400695800781250,11.808179855346679688"
"039-021","39.250511169433593750,12.363369941711425781"
"040-021","39.282341003417968750,12.919090270996093750"
"041-021","39.310871124267578125,13.475370407104492188"
"042-021","39.336090087890625000,14.032070159912109375"
"043-021","39.358020782470703125,14.589289665222167969"
"044-021","39.376640319824218750,15.146860122680664062"
"045-021","39.391929626464843750,15.704500198364257812"
"046-021","39.403930664062500000,16.262689590454101562"
"047-021","39.412601470947265625,16.820980072021484375"
"048-021","39.417949676513671875,17.379449844360351562"
"049-021","39.419979095458984375,17.937440872192382812"
"050-021","39.418689727783203125,18.496530532836914062"
"051-021","39.414081573486328125,19.054809570312500000"
"052-021","39.406139373779296875,19.613010406494140625"
"053-021","39.394901275634765625,20.171049118041992188"
"054-021","39.380329132080078125,20.729150772094726562"
"055-021","39.362449645996093750,21.286640167236328125"
"056-021","39.341270446777343750,21.843849182128906250"
"057-021","39.316768646240234375,22.400730133056640625"
"058-021","39.288970947265625000,22.957090377807617188"
"059-021","39.257881164550781250,23.512950897216796875"
"060-021","39.223510742187500000,24.068210601806640625"
"061-021","39.185848236083984375,24.622800827026367188"
"062-021","39.144908905029296875,25.176790237426757812"
"063-021","39.100719451904296875,25.729949951171875000"
"064-021","39.053260803222656250,26.282329559326171875"
"065-021","39.002548217773437500,26.833839416503906250"
"066-021","38.948608398437500000,27.384410858154296875"
"067-021","38.891441345214843750,27.934070587158203125"
"068-021","38.831050872802734375,28.482650756835937500"
"069-021","38.767459869384765625,29.030179977416992188"
"070-021","38.700679779052734375,29.576580047607421875"
"071-021","38.630710601806640625,30.121810913085937500"
"072-021","38.557579040527343750,30.665809631347656250"
"073-021","38.481288909912109375,31.208530426025390625"
"074-021","38.401870727539062500,31.749950408935546875"
"075-021","38.319320678710937500,32.289989471435546875"
"076-021","38.233669281005859375,32.828609466552734375"
"077-021","38.144920349121093750,33.365791320800781250"
"078-021","38.053100585937500000,33.901451110839843750"
"079-021","37.958221435546875000,34.435558319091796875"
"080-021","37.860290527343750000,34.968120574951171875"
"081-021","37.759349822998046875,35.499019622802734375"
"082-021","37.655391693115234375,36.028289794921875000"
"083-021","37.548450469970703125,36.555820465087890625"
"084-021","37.438529968261718750,37.081630706787109375"
"000-022","35.977581024169921875,-8.543869018554687500"
"001-022","36.128509521484375000,-8.043107986450195312"
"002-022","36.276771545410156250,-7.540152072906494141"
"003-022","36.422321319580078125,-7.035044193267822266"
"004-022","36.565139770507812500,-6.527793884277343750"
"005-022","36.705219268798828125,-6.018410205841064453"
"006-022","36.842510223388671875,-5.506961822509765625"
"007-022","36.977008819580078125,-4.993432998657226562"
"008-022","37.108699798583984375,-4.477862834930419922"
"009-022","37.237548828125000000,-3.960289001464843750"
"010-022","37.363540649414062500,-3.440701961517333984"
"011-022","37.486640930175781250,-2.919188022613525391"
"012-022","37.606849670410156250,-2.395741939544677734"
"013-022","37.724128723144531250,-1.870391964912414551"
"014-022","37.838470458984375000,-1.343201041221618652"
"015-022","37.949840545654296875,-0.814165115356445312"
"016-022","38.058238983154296875,-0.283344298601150513"
"017-022","38.163631439208984375,0.249204605817794800"
"018-022","38.265991210937500000,0.783475875854492188"
"019-022","38.365318298339843750,1.319406986236572266"
"020-022","38.461589813232421875,1.856974005699157715"
"021-022","38.554790496826171875,2.396173000335693359"
"022-022","38.644889831542968750,2.936882972717285156"
"023-022","38.731880187988281250,3.479090929031372070"
"024-022","38.815750122070312500,4.022758960723876953"
"025-022","38.896480560302734375,4.567839145660400391"
"026-022","38.974040985107421875,5.114278793334960938"
"027-022","39.048439025878906250,5.662054061889648438"
"028-022","39.119659423828125000,6.211067199707031250"
"029-022","39.187660217285156250,6.761304855346679688"
"030-022","39.252460479736328125,7.312715053558349609"
"031-022","39.314041137695312500,7.865230083465576172"
"032-022","39.372379302978515625,8.418848037719726562"
"033-022","39.427459716796875000,8.973413467407226562"
"034-022","39.479290008544921875,9.528935432434082031"
"035-022","39.527851104736328125,10.085450172424316406"
"036-022","39.573120117187500000,10.642669677734375000"
"037-022","39.615108489990234375,11.200759887695312500"
"038-022","39.653800964355468750,11.759550094604492188"
"039-022","39.689178466796875000,12.319000244140625000"
"040-022","39.721248626708984375,12.879059791564941406"
"041-022","39.750011444091796875,13.439749717712402344"
"042-022","39.775428771972656250,14.000809669494628906"
"043-022","39.797531127929687500,14.562419891357421875"
"044-022","39.816299438476562500,15.124309539794921875"
"045-022","39.831718444824218750,15.686579704284667969"
"046-022","39.843799591064453125,16.249000549316406250"
"047-022","39.852550506591796875,16.812049865722656250"
"048-022","39.857940673828125000,17.374740600585937500"
"049-022","39.859989166259765625,17.944049835205078125"
"050-022","39.858680725097656250,18.500070571899414062"
"051-022","39.854030609130859375,19.063119888305664062"
"052-022","39.846038818359375000,19.625820159912109375"
"053-022","39.834701538085937500,20.188299179077148438"
"054-022","39.820018768310546875,20.750579833984375000"
"055-022","39.801998138427734375,21.312509536743164062"
"056-022","39.780651092529296875,21.874090194702148438"
"057-022","39.755950927734375000,22.435440063476562500"
"058-022","39.727951049804687500,22.996110916137695312"
"059-022","39.696609497070312500,23.556299209594726562"
"060-022","39.661960601806640625,24.115900039672851562"
"061-022","39.624019622802734375,24.674819946289062500"
"062-022","39.582759857177734375,25.233100891113281250"
"063-022","39.538211822509765625,25.790519714355468750"
"064-022","39.490390777587890625,26.347179412841796875"
"065-022","39.439289093017578125,26.902919769287109375"
"066-022","39.384929656982421875,27.457710266113281250"
"067-022","39.327308654785156250,28.011529922485351562"
"068-022","39.266460418701171875,28.564310073852539062"
"069-022","39.202381134033203125,29.115970611572265625"
"070-022","39.135070800781250000,29.666500091552734375"
"071-022","39.064579010009765625,30.215789794921875000"
"072-022","38.990890502929687500,30.763820648193359375"
"073-022","38.914028167724609375,31.310569763183593750"
"074-022","38.833999633789062500,31.855960845947265625"
"075-022","38.750831604003906250,32.399959564208984375"
"076-022","38.664531707763671875,32.942508697509765625"
"077-022","38.575119018554687500,33.483558654785156250"
"078-022","38.482620239257812500,34.023059844970703125"
"079-022","38.387031555175781250,34.561000823974609375"
"080-022","38.288379669189453125,35.097290039062500000"
"081-022","38.186691284179687500,35.631938934326171875"
"082-022","38.081970214843750000,36.164909362792968750"
"083-022","37.974239349365234375,36.696090698242187500"
"084-022","37.863529205322265625,37.225521087646484375"
"000-023","36.389198303222656250,-8.736480712890625000"
"001-023","36.541149139404296875,-8.232719421386718750"
"002-023","36.690410614013671875,-7.726706027984619141"
"003-023","36.836959838867187500,-7.218505859375000000"
"004-023","36.980758666992187500,-6.708096981048583984"
"005-023","37.121799468994140625,-6.195536136627197266"
"006-023","37.260051727294921875,-5.680850982666015625"
"007-023","37.395500183105468750,-5.164041996002197266"
"008-023","37.528110504150390625,-4.645140171051025391"
"009-023","37.657871246337890625,-4.124169826507568359"
"010-023","37.784751892089843750,-3.601186990737915039"
"011-023","37.908740997314453125,-3.076204061508178711"
"012-023","38.029800415039062500,-2.549254894256591797"
"013-023","38.147930145263671875,-2.020360946655273438"
"014-023","38.263111114501953125,-1.489549994468688965"
"015-023","38.375289916992187500,-0.956907272338867188"
"016-023","38.484481811523437500,-0.422401398420333862"
"017-023","38.590641021728515625,0.113874398171901703"
"018-023","38.693759918212890625,0.651885986328125000"
"019-023","38.793830871582031250,1.191625952720642090"
"020-023","38.890819549560546875,1.733036041259765625"
"021-023","38.984710693359375000,2.276084899902343750"
"022-023","39.075489044189453125,2.820723056793212891"
"023-023","39.163139343261718750,3.366873025894165039"
"024-023","39.247650146484375000,3.914540052413940430"
"025-023","39.328979492187500000,4.463648796081542969"
"026-023","39.407138824462890625,5.014141082763671875"
"027-023","39.482109069824218750,5.565968036651611328"
"028-023","39.553871154785156250,6.119133949279785156"
"029-023","39.622409820556640625,6.673540115356445312"
"030-023","39.687698364257812500,7.229083061218261719"
"031-023","39.749759674072265625,7.785848140716552734"
"032-023","39.808540344238281250,8.343655586242675781"
"033-023","39.864059448242187500,8.902489662170410156"
"034-023","39.916290283203125000,9.462335586547851562"
"035-023","39.965229034423828125,10.023119926452636719"
"036-023","40.010860443115234375,10.584679603576660156"
"037-023","40.053180694580078125,11.147109985351562500"
"038-023","40.092170715332031250,11.710289955139160156"
"039-023","40.127830505371093750,12.274160385131835938"
"040-023","40.160160064697265625,12.838629722595214844"
"041-023","40.189140319824218750,13.403639793395996094"
"042-023","40.214759826660156250,13.969149589538574219"
"043-023","40.237041473388671875,14.535189628601074219"
"044-023","40.255950927734375000,15.101590156555175781"
"045-023","40.271488189697265625,15.668120384216308594"
"046-023","40.283668518066406250,16.235080718994140625"
"047-023","40.292480468750000000,16.802370071411132812"
"048-023","40.297920227050781250,17.370059967041015625"
"049-023","40.299980163574218750,17.944049835205078125"
"050-023","40.298671722412109375,18.503969192504882812"
"051-023","40.293979644775390625,19.071550369262695312"
"052-023","40.285930633544921875,19.638530731201171875"
"053-023","40.274501800537109375,20.205490112304687500"
"054-023","40.259700775146484375,20.772409439086914062"
"055-023","40.241539001464843750,21.338830947875976562"
"056-023","40.220020294189453125,21.904800415039062500"
"057-023","40.195129394531250000,22.470539093017578125"
"058-023","40.166900634765625000,23.035629272460937500"
"059-023","40.135318756103515625,23.600250244140625000"
"060-023","40.100399017333984375,24.164239883422851562"
"061-023","40.062149047851562500,24.727500915527343750"
"062-023","40.020568847656250000,25.290159225463867188"
"063-023","39.975669860839843750,25.851930618286132812"
"064-023","39.927471160888671875,26.412889480590820312"
"065-023","39.875968933105468750,26.972900390625000000"
"066-023","39.821189880371093750,27.531930923461914062"
"067-023","39.763130187988281250,28.090030670166015625"
"068-023","39.701808929443359375,28.646989822387695312"
"069-023","39.637229919433593750,29.202840805053710938"
"070-023","39.569408416748046875,29.757499694824218750"
"071-023","39.498371124267578125,30.310920715332031250"
"072-023","39.424121856689453125,30.863050460815429688"
"073-023","39.346668243408203125,31.413879394531250000"
"074-023","39.266040802001953125,31.963279724121093750"
"075-023","39.182239532470703125,32.511249542236328125"
"076-023","39.095291137695312500,33.057781219482421875"
"077-023","39.005199432373046875,33.602760314941406250"
"078-023","38.911998748779296875,34.146160125732421875"
"079-023","38.815700531005859375,34.687908172607421875"
"080-023","38.716320037841796875,35.228050231933593750"
"081-023","38.613868713378906250,35.766448974609375000"
"082-023","38.508380889892578125,36.303138732910156250"
"083-023","38.399871826171875000,36.838008880615234375"
"084-023","38.288349151611328125,37.371089935302734375"
"000-024","36.800510406494140625,-8.931148529052734375"
"001-024","36.953491210937500000,-8.424358367919921875"
"002-024","37.103759765625000000,-7.915290832519531250"
"003-024","37.251308441162109375,-7.403966903686523438"
"004-024","37.396099090576171875,-6.890398025512695312"
"005-024","37.538120269775390625,-6.374621868133544922"
"006-024","37.677330017089843750,-5.856679916381835938"
"007-024","37.813728332519531250,-5.336556911468505859"
"008-024","37.947280883789062500,-4.814310073852539062"
"009-024","38.077960968017578125,-4.289957046508789062"
"010-024","38.205749511718750000,-3.763511896133422852"
"011-024","38.330619812011718750,-3.235037088394165039"
"012-024","38.452560424804687500,-2.704545974731445312"
"013-024","38.571548461914062500,-2.172072887420654297"
"014-024","38.687549591064453125,-1.637668967247009277"
"015-024","38.800559997558593750,-1.101336002349853516"
"016-024","38.910549163818359375,-0.563125610351562500"
"017-024","39.017501831054687500,-0.023090360686182976"
"018-024","39.121391296386718750,0.518733978271484375"
"019-024","39.222198486328125000,1.062317013740539551"
"020-024","39.319919586181640625,1.607601046562194824"
"021-024","39.414520263671875000,2.154556989669799805"
"022-024","39.505981445312500000,2.703155994415283203"
"023-024","39.594291687011718750,3.253278017044067383"
"024-024","39.679439544677734375,3.804996967315673828"
"025-024","39.761398315429687500,4.358152866363525391"
"026-024","39.840160369873046875,4.912734985351562500"
"027-024","39.915699005126953125,5.468719005584716797"
"028-024","39.988010406494140625,6.026052951812744141"
"029-024","40.057079315185546875,6.584629058837890625"
"030-024","40.122879028320312500,7.144419193267822266"
"031-024","40.185409545898437500,7.705429077148437500"
"032-024","40.244659423828125000,8.267521858215332031"
"033-024","40.300609588623046875,8.830695152282714844"
"034-024","40.353248596191406250,9.394831657409667969"
"035-024","40.402580261230468750,9.959971427917480469"
"036-024","40.448570251464843750,10.525930404663085938"
"037-024","40.491210937500000000,11.092740058898925781"
"038-024","40.530509948730468750,11.660269737243652344"
"039-024","40.566459655761718750,12.228610038757324219"
"040-024","40.599040985107421875,12.797559738159179688"
"041-024","40.628250122070312500,13.367090225219726562"
"042-024","40.654090881347656250,13.937120437622070312"
"043-024","40.676540374755859375,14.507550239562988281"
"044-024","40.695590972900390625,15.078390121459960938"
"045-024","40.711269378662109375,15.649649620056152344"
"046-024","40.723541259765625000,16.221059799194335938"
"047-024","40.732429504394531250,16.792930603027343750"
"048-024","40.737899780273437500,17.364490509033203125"
"049-024","40.739978790283203125,17.940650939941406250"
"050-024","40.738658905029296875,18.508600234985351562"
"051-024","40.733928680419921875,19.080099105834960938"
"052-024","40.725811004638671875,19.651739120483398438"
"053-024","40.714298248291015625,20.223079681396484375"
"054-024","40.699378967285156250,20.794420242309570312"
"055-024","40.681068420410156250,21.365400314331054688"
"056-024","40.659381866455078125,21.935920715332031250"
"057-024","40.634300231933593750,22.506019592285156250"
"058-024","40.605838775634765625,23.075700759887695312"
"059-024","40.574008941650390625,23.644729614257812500"
"060-024","40.538810729980468750,24.213159561157226562"
"061-024","40.500259399414062500,24.780899047851562500"
"062-024","40.458351135253906250,25.347909927368164062"
"063-024","40.413108825683593750,25.914060592651367188"
"064-024","40.364521026611328125,26.479410171508789062"
"065-024","40.312618255615234375,27.043769836425781250"
"066-024","40.257408142089843750,27.607130050659179688"
"067-024","40.198890686035156250,28.169490814208984375"
"068-024","40.137100219726562500,28.730690002441406250"
"069-024","40.072021484375000000,29.290790557861328125"
"070-024","40.003681182861328125,29.849660873413085938"
"071-024","39.932090759277343750,30.407260894775390625"
"072-024","39.857269287109375000,30.963529586791992188"
"073-024","39.779220581054687500,31.518449783325195312"
"074-024","39.697971343994140625,32.071949005126953125"
"075-024","39.613529205322265625,32.623989105224609375"
"076-024","39.525920867919921875,33.174468994140625000"
"077-024","39.435150146484375000,33.723419189453125000"
"078-024","39.341259002685546875,34.270729064941406250"
"079-024","39.244228363037109375,34.816390991210937500"
"080-024","39.144111633300781250,35.360359191894531250"
"081-024","39.040901184082031250,35.902568817138671875"
"082-024","38.934631347656250000,36.443008422851562500"
"083-024","38.825321197509765625,36.981609344482421875"
"084-024","38.712978363037109375,37.518379211425781250"
"000-025","37.211490631103515625,-9.127923965454101562"
"001-025","37.365509033203125000,-8.618099212646484375"
"002-025","37.516811370849609375,-8.105943679809570312"
"003-025","37.665370941162109375,-7.591479778289794922"
"004-025","37.811161041259765625,-7.074728012084960938"
"005-025","37.954170227050781250,-6.555723190307617188"
"006-025","38.094348907470703125,-6.034498214721679688"
"007-025","38.231708526611328125,-5.511046886444091797"
"008-025","38.366199493408203125,-4.985424041748046875"
"009-025","38.497810363769531250,-4.457640171051025391"
"010-025","38.626510620117187500,-3.927737951278686523"
"011-025","38.752288818359375000,-3.395745992660522461"
"012-025","38.875110626220703125,-2.861686944961547852"
"013-025","38.994960784912109375,-2.325589895248413086"
"014-025","39.111820220947265625,-1.787513971328735352"
"015-025","39.225650787353515625,-1.247485995292663574"
"016-025","39.336448669433593750,-0.705564498901367188"
"017-025","39.444190979003906250,-0.161727905273437500"
"018-025","39.548858642578125000,0.383937805891036987"
"019-025","39.650421142578125000,0.931386888027191162"
"020-025","39.748870849609375000,1.480571985244750977"
"021-025","39.844181060791015625,2.031498908996582031"
"022-025","39.936340332031250000,2.584088087081909180"
"023-025","40.025329589843750000,3.138268947601318359"
"024-025","40.111129760742187500,3.694025039672851562"
"025-025","40.193710327148437500,4.251296997070312500"
"026-025","40.273078918457031250,4.810029983520507812"
"027-025","40.349201202392578125,5.370191097259521484"
"028-025","40.422080993652343750,5.931735992431640625"
"029-025","40.491680145263671875,6.494563102722167969"
"030-025","40.557991027832031250,7.058620929718017578"
"031-025","40.621021270751953125,7.623959064483642578"
"032-025","40.680728912353515625,8.190370559692382812"
"033-025","40.737121582031250000,8.757880210876464844"
"034-025","40.790180206298828125,9.326445579528808594"
"035-025","40.839889526367187500,9.895958900451660156"
"036-025","40.886238098144531250,10.466389656066894531"
"037-025","40.929229736328125000,11.037670135498046875"
"038-025","40.968849182128906250,11.609720230102539062"
"039-025","41.005069732666015625,12.182470321655273438"
"040-025","41.037921905517578125,12.755920410156250000"
"041-025","41.067359924316406250,13.329950332641601562"
"042-025","41.093399047851562500,13.904470443725585938"
"043-025","41.116020202636718750,14.479519844055175781"
"044-025","41.135238647460937500,15.054960250854492188"
"045-025","41.151031494140625000,15.630570411682128906"
"046-025","41.163410186767578125,16.206920623779296875"
"047-025","41.172359466552734375,16.783239364624023438"
"048-025","41.177890777587890625,17.359590530395507812"
"049-025","41.179981231689453125,17.937440872192382812"
"050-025","41.178649902343750000,18.512439727783203125"
"051-025","41.173889160156250000,19.088760375976562500"
"052-025","41.165699005126953125,19.664949417114257812"
"053-025","41.154090881347656250,20.240970611572265625"
"054-025","41.139049530029296875,20.816959381103515625"
"055-025","41.120601654052734375,21.392400741577148438"
"056-025","41.098728179931640625,21.967489242553710938"
"057-025","41.073448181152343750,22.542169570922851562"
"058-025","41.044761657714843750,23.116340637207031250"
"059-025","41.012680053710937500,23.689859390258789062"
"060-025","40.977199554443359375,24.262849807739257812"
"061-025","40.938339233398437500,24.835010528564453125"
"062-025","40.896110534667968750,25.406450271606445312"
"063-025","40.850498199462890625,25.977100372314453125"
"064-025","40.801540374755859375,26.546819686889648438"
"065-025","40.749229431152343750,27.115549087524414062"
"066-025","40.693580627441406250,27.683300018310546875"
"067-025","40.634609222412109375,28.250009536743164062"
"068-025","40.572330474853515625,28.815530776977539062"
"069-025","40.506740570068359375,29.379890441894531250"
"070-025","40.437858581542968750,29.943029403686523438"
"071-025","40.365718841552734375,30.504840850830078125"
"072-025","40.290321350097656250,31.065299987792968750"
"073-025","40.211669921875000000,31.624370574951171875"
"074-025","40.129798889160156250,32.181991577148437500"
"075-025","40.044708251953125000,32.738109588623046875"
"076-025","39.956439971923828125,33.292621612548828125"
"077-025","39.864978790283203125,33.845581054687500000"
"078-025","39.770370483398437500,34.396881103515625000"
"079-025","39.672618865966796875,34.946449279785156250"
"080-025","39.571750640869140625,35.494300842285156250"
"081-025","39.467769622802734375,36.040359497070312500"
"082-025","39.360710144042968750,36.584598541259765625"
"083-025","39.250591278076171875,37.126960754394531250"
"084-025","39.137428283691406250,37.667411804199218750"
"000-026","37.622150421142578125,-9.326847076416015625"
"001-026","37.777210235595703125,-8.813962936401367188"
"002-026","37.929550170898437500,-8.298700332641601562"
"003-026","38.079120635986328125,-7.781095981597900391"
"004-026","38.225929260253906250,-7.261137008666992188"
"005-026","38.369930267333984375,-6.738873958587646484"
"006-026","38.511100769042968750,-6.214344024658203125"
"007-026","38.649429321289062500,-5.687550067901611328"
"008-026","38.784870147705078125,-5.158512115478515625"
"009-026","38.917419433593750000,-4.627295017242431641"
"010-026","39.047050476074218750,-4.093889236450195312"
"011-026","39.173728942871093750,-3.558346033096313477"
"012-026","39.297451019287109375,-3.020684957504272461"
"013-026","39.418170928955078125,-2.480952978134155273"
"014-026","39.535881042480468750,-1.939193964004516602"
"015-026","39.650558471679687500,-1.395427942276000977"
"016-026","39.762180328369140625,-0.849712371826171875"
"017-026","39.870719909667968750,-0.302059203386306763"
"018-026","39.976169586181640625,0.247466996312141418"
"019-026","40.078498840332031250,0.798839628696441650"
"020-026","40.177688598632812500,1.351992011070251465"
"021-026","40.273731231689453125,1.906918048858642578"
"022-026","40.366588592529296875,2.463541030883789062"
"023-026","40.456249237060546875,3.021784067153930664"
"024-026","40.542709350585937500,3.581680059432983398"
"025-026","40.625930786132812500,4.143096923828125000"
"026-026","40.705909729003906250,4.706056118011474609"
"027-026","40.782630920410156250,5.270430088043212891"
"028-026","40.856071472167968750,5.836226940155029297"
"029-026","40.926208496093750000,6.403354167938232422"
"030-026","40.993049621582031250,6.971752166748046875"
"031-026","41.056560516357421875,7.541403770446777344"
"032-026","41.116748809814453125,8.112243652343750000"
"033-026","41.173580169677734375,8.684174537658691406"
"034-026","41.227050781250000000,9.257129669189453125"
"035-026","41.277160644531250000,9.831171035766601562"
"036-026","41.323879241943359375,10.406040191650390625"
"037-026","41.367210388183593750,10.981829643249511719"
"038-026","41.407150268554687500,11.558409690856933594"
"039-026","41.443660736083984375,12.135760307312011719"
"040-026","41.476779937744140625,12.713829994201660156"
"041-026","41.506450653076171875,13.292389869689941406"
"042-026","41.532699584960937500,13.871560096740722656"
"043-026","41.555511474609375000,14.451219558715820312"
"044-026","41.574878692626953125,15.031200408935546875"
"045-026","41.590801239013671875,15.611559867858886719"
"046-026","41.603279113769531250,16.192359924316406250"
"047-026","41.612300872802734375,16.773469924926757812"
"048-026","41.617870330810546875,17.354410171508789062"
"049-026","41.619979858398437500,17.937440872192382812"
"050-026","41.618629455566406250,18.516620635986328125"
"051-026","41.613838195800781250,19.097539901733398438"
"052-026","41.605579376220703125,19.678409576416015625"
"053-026","41.593879699707031250,20.259059906005859375"
"054-026","41.578720092773437500,20.839590072631835938"
"055-026","41.560119628906250000,21.419710159301757812"
"056-026","41.538078308105468750,21.999389648437500000"
"057-026","41.512588500976562500,22.578680038452148438"
"058-026","41.483680725097656250,23.157459259033203125"
"059-026","41.451339721679687500,23.735589981079101562"
"060-026","41.415580749511718750,24.313079833984375000"
"061-026","41.376411437988281250,24.889770507812500000"
"062-026","41.333820343017578125,25.465850830078125000"
"063-026","41.287860870361328125,26.040880203247070312"
"064-026","41.238510131835937500,26.615110397338867188"
"065-026","41.185779571533203125,27.188299179077148438"
"066-026","41.129699707031250000,27.760459899902343750"
"067-026","41.070259094238281250,28.331520080566406250"
"068-026","41.007488250732421875,28.901439666748046875"
"069-026","40.941390991210937500,29.470149993896484375"
"070-026","40.871971130371093750,30.037580490112304688"
"071-026","40.799270629882812500,30.603679656982421875"
"072-026","40.723281860351562500,31.168369293212890625"
"073-026","40.644031524658203125,31.731639862060546875"
"074-026","40.561531066894531250,32.293411254882812500"
"075-026","40.475788116455078125,32.853630065917968750"
"076-026","40.386840820312500000,33.412258148193359375"
"077-026","40.294681549072265625,33.969299316406250000"
"078-026","40.199359893798828125,34.524570465087890625"
"079-026","40.100860595703125000,35.078121185302734375"
"080-026","39.999229431152343750,35.629890441894531250"
"081-026","39.894481658935546875,36.179828643798828125"
"082-026","39.786621093750000000,36.727909088134765625"
"083-026","39.675678253173828125,37.274059295654296875"
"084-026","39.561691284179687500,37.818248748779296875"
"000-027","38.032470703125000000,-9.527976989746093750"
"001-027","38.188591003417968750,-9.012025833129882812"
"002-027","38.341960906982421875,-8.493638992309570312"
"003-027","38.492580413818359375,-7.972859859466552734"
"004-027","38.640399932861328125,-7.449679851531982422"
"005-027","38.785411834716796875,-6.924153804779052734"
"006-027","38.927570343017578125,-6.396300792694091797"
